row_index,repository,commit,filepath,failure_prone,status,nodes,edges,graphml_path,error
26998,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/fence_vmware_soap.yml,0.0,SUCCESS,50,78,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/fence_vmware_soap.yml/PDG_FILE_LEVEL/pdg.graphml,
26999,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/redhat_repos.yml,0.0,SUCCESS,44,83,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/redhat_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27000,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/centos_repos.yml,0.0,SUCCESS,71,105,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/centos_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27001,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/install_normal.yml,0.0,SUCCESS,77,86,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/install_normal.yml/PDG_FILE_LEVEL/pdg.graphml,
27002,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/fence_aws.yml,0.0,SUCCESS,39,57,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/fence_aws.yml/PDG_FILE_LEVEL/pdg.graphml,
27003,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/fence_vmware_rest.yml,0.0,SUCCESS,55,87,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/fence_vmware_rest.yml/PDG_FILE_LEVEL/pdg.graphml,
27004,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/fence_custom.yml,0.0,SUCCESS,12,15,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/fence_custom.yml/PDG_FILE_LEVEL/pdg.graphml,
27005,OndrejHome/ansible.ha-cluster-pacemaker,af013d0e943d86d4403c74ddad992ad1d76a98b1,tasks/cluster_constraint_location.yml,0.0,SUCCESS,17,23,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/af013d0e943d86d4403c74ddad992ad1d76a98b1/tasks/cluster_constraint_location.yml/PDG_FILE_LEVEL/pdg.graphml,
27007,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_kdump.yml,0.0,SUCCESS,35,49,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_kdump.yml/PDG_FILE_LEVEL/pdg.graphml,
27008,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/rocky_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/rocky_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27009,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/firewall.yml,0.0,SUCCESS,21,20,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/firewall.yml/PDG_FILE_LEVEL/pdg.graphml,
27010,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_resource_defaults.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_resource_defaults.yml/PDG_FILE_LEVEL/pdg.graphml,
27011,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_constraint_colocation.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_constraint_colocation.yml/PDG_FILE_LEVEL/pdg.graphml,
27012,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/main.yml,0.0,SUCCESS,604,1030,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
27013,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/debian_tasks.yml,0.0,SUCCESS,8,8,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/debian_tasks.yml/PDG_FILE_LEVEL/pdg.graphml,
27014,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_property.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_property.yml/PDG_FILE_LEVEL/pdg.graphml,
27015,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_xvm.yml,0.0,SUCCESS,55,70,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_xvm.yml/PDG_FILE_LEVEL/pdg.graphml,
27016,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/install_local_media.yml,0.0,SUCCESS,46,51,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/install_local_media.yml/PDG_FILE_LEVEL/pdg.graphml,
27017,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/almalinux_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/almalinux_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27018,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_constraint_order.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_constraint_order.yml/PDG_FILE_LEVEL/pdg.graphml,
27019,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_resource.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_resource.yml/PDG_FILE_LEVEL/pdg.graphml,
27021,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_vmware_soap.yml,0.0,SUCCESS,50,78,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_vmware_soap.yml/PDG_FILE_LEVEL/pdg.graphml,
27022,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/redhat_repos.yml,0.0,SUCCESS,44,83,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/redhat_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27023,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/centos_repos.yml,0.0,SUCCESS,71,105,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/centos_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27024,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/install_normal.yml,0.0,SUCCESS,77,86,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/install_normal.yml/PDG_FILE_LEVEL/pdg.graphml,
27025,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_aws.yml,0.0,SUCCESS,39,57,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_aws.yml/PDG_FILE_LEVEL/pdg.graphml,
27026,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_vmware_rest.yml,0.0,SUCCESS,55,87,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_vmware_rest.yml/PDG_FILE_LEVEL/pdg.graphml,
27027,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/fence_custom.yml,0.0,SUCCESS,12,15,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/fence_custom.yml/PDG_FILE_LEVEL/pdg.graphml,
27028,OndrejHome/ansible.ha-cluster-pacemaker,d7da4c1e40359f5ac591f8d96ec9180d4c7448b0,tasks/cluster_constraint_location.yml,0.0,SUCCESS,17,23,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/d7da4c1e40359f5ac591f8d96ec9180d4c7448b0/tasks/cluster_constraint_location.yml/PDG_FILE_LEVEL/pdg.graphml,
27030,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_kdump.yml,0.0,SUCCESS,35,49,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_kdump.yml/PDG_FILE_LEVEL/pdg.graphml,
27031,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/rocky_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/rocky_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27032,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/firewall.yml,0.0,SUCCESS,21,20,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/firewall.yml/PDG_FILE_LEVEL/pdg.graphml,
27033,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_resource_defaults.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_resource_defaults.yml/PDG_FILE_LEVEL/pdg.graphml,
27034,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_constraint_colocation.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_constraint_colocation.yml/PDG_FILE_LEVEL/pdg.graphml,
27035,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/main.yml,0.0,SUCCESS,604,1030,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
27036,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/debian_tasks.yml,0.0,SUCCESS,8,8,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/debian_tasks.yml/PDG_FILE_LEVEL/pdg.graphml,
27037,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_property.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_property.yml/PDG_FILE_LEVEL/pdg.graphml,
27038,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_xvm.yml,0.0,SUCCESS,55,70,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_xvm.yml/PDG_FILE_LEVEL/pdg.graphml,
27039,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/install_local_media.yml,0.0,SUCCESS,46,51,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/install_local_media.yml/PDG_FILE_LEVEL/pdg.graphml,
27040,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/almalinux_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/almalinux_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27041,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_constraint_order.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_constraint_order.yml/PDG_FILE_LEVEL/pdg.graphml,
27042,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_resource.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_resource.yml/PDG_FILE_LEVEL/pdg.graphml,
27044,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_vmware_soap.yml,0.0,SUCCESS,50,78,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_vmware_soap.yml/PDG_FILE_LEVEL/pdg.graphml,
27045,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/redhat_repos.yml,0.0,SUCCESS,44,83,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/redhat_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27046,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/centos_repos.yml,0.0,SUCCESS,71,105,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/centos_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27047,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/install_normal.yml,0.0,SUCCESS,77,86,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/install_normal.yml/PDG_FILE_LEVEL/pdg.graphml,
27048,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_aws.yml,0.0,SUCCESS,39,57,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_aws.yml/PDG_FILE_LEVEL/pdg.graphml,
27049,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_vmware_rest.yml,0.0,SUCCESS,55,87,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_vmware_rest.yml/PDG_FILE_LEVEL/pdg.graphml,
27050,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/fence_custom.yml,0.0,SUCCESS,12,15,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/fence_custom.yml/PDG_FILE_LEVEL/pdg.graphml,
27051,OndrejHome/ansible.ha-cluster-pacemaker,1099d99c706f1609edc12f7ace4d472ccb1b4c7e,tasks/cluster_constraint_location.yml,0.0,SUCCESS,17,23,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/1099d99c706f1609edc12f7ace4d472ccb1b4c7e/tasks/cluster_constraint_location.yml/PDG_FILE_LEVEL/pdg.graphml,
27053,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_kdump.yml,0.0,SUCCESS,35,49,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_kdump.yml/PDG_FILE_LEVEL/pdg.graphml,
27054,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/rocky_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/rocky_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27055,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/firewall.yml,0.0,SUCCESS,21,20,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/firewall.yml/PDG_FILE_LEVEL/pdg.graphml,
27056,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/cluster_resource_defaults.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/cluster_resource_defaults.yml/PDG_FILE_LEVEL/pdg.graphml,
27057,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/cluster_constraint_colocation.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/cluster_constraint_colocation.yml/PDG_FILE_LEVEL/pdg.graphml,
27058,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/main.yml,0.0,SUCCESS,604,1030,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/main.yml/PDG_FILE_LEVEL/pdg.graphml,
27059,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/debian_tasks.yml,0.0,SUCCESS,8,8,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/debian_tasks.yml/PDG_FILE_LEVEL/pdg.graphml,
27060,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/cluster_property.yml,0.0,SUCCESS,13,17,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/cluster_property.yml/PDG_FILE_LEVEL/pdg.graphml,
27061,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_xvm.yml,0.0,SUCCESS,55,70,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_xvm.yml/PDG_FILE_LEVEL/pdg.graphml,
27062,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/install_local_media.yml,0.0,SUCCESS,46,51,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/install_local_media.yml/PDG_FILE_LEVEL/pdg.graphml,
27063,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/almalinux_repos.yml,0.0,SUCCESS,27,31,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/almalinux_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27064,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/cluster_constraint_order.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/cluster_constraint_order.yml/PDG_FILE_LEVEL/pdg.graphml,
27065,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/cluster_resource.yml,0.0,SUCCESS,19,26,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/cluster_resource.yml/PDG_FILE_LEVEL/pdg.graphml,
27067,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_vmware_soap.yml,0.0,SUCCESS,50,78,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_vmware_soap.yml/PDG_FILE_LEVEL/pdg.graphml,
27068,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/redhat_repos.yml,0.0,SUCCESS,44,83,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/redhat_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27069,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/centos_repos.yml,0.0,SUCCESS,80,124,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/centos_repos.yml/PDG_FILE_LEVEL/pdg.graphml,
27070,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/install_normal.yml,0.0,SUCCESS,77,86,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/install_normal.yml/PDG_FILE_LEVEL/pdg.graphml,
27071,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_aws.yml,0.0,SUCCESS,39,57,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_aws.yml/PDG_FILE_LEVEL/pdg.graphml,
27072,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_vmware_rest.yml,0.0,SUCCESS,55,87,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_vmware_rest.yml/PDG_FILE_LEVEL/pdg.graphml,
27073,OndrejHome/ansible.ha-cluster-pacemaker,bab7624da4e5c0b5178dfabd83d7f6337e1c20cf,tasks/fence_custom.yml,0.0,SUCCESS,12,15,/app/output/second_pdg_extraction/pdg_file_level/OndrejHome/ansible.ha-cluster-pacemaker/bab7624da4e5c0b5178dfabd83d7f6337e1c20cf/tasks/fence_custom.yml/PDG_FILE_LEVEL/pdg.graphml,
